2026-05-22 07:51:53,276 | INFO | REQUEST | ReMIND backend started successfully
2026-05-23 16:09:35,299 | INFO | REQUEST | ReMIND backend started successfully
2026-05-23 16:09:52,862 | INFO | REQUEST | ReMIND backend started successfully
2026-05-23 16:11:21,821 | INFO | REQUEST | ReMIND backend started successfully
2026-05-23 16:11:55,557 | INFO | REQUEST | ReMIND backend started successfully
2026-05-23 16:12:30,808 | INFO | REQUEST | ReMIND backend started successfully
2026-05-23 16:12:56,340 | INFO | REQUEST | ReMIND backend started successfully
2026-05-23 16:16:05,170 | INFO | REQUEST | ReMIND backend started successfully
2026-05-23 16:17:52,163 | INFO | REQUEST | ReMIND backend started successfully
2026-05-23 16:19:06,558 | INFO | REQUEST | ReMIND backend started successfully
2026-05-23 16:22:30,819 | INFO | REQUEST | ReMIND backend started successfully
2026-05-23 16:22:34,863 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.077s
2026-05-23 16:52:38,060 | INFO | REQUEST | ReMIND backend started successfully
2026-05-23 16:54:29,481 | INFO | REQUEST | ReMIND backend started successfully
2026-05-23 16:55:11,460 | INFO | REQUEST | ReMIND backend started successfully
2026-05-23 23:38:33,271 | INFO | REQUEST | ReMIND backend started successfully
2026-05-23 23:39:09,846 | INFO | REQUEST | ReMIND backend started successfully
2026-05-23 23:39:12,966 | INFO | REQUEST | GET /docs STATUS=200 TIME=0.0s
2026-05-23 23:39:13,522 | INFO | REQUEST | GET /openapi.json STATUS=200 TIME=0.148s
2026-05-23 23:55:43,638 | INFO | REQUEST | POST /auth/register STATUS=200 TIME=0.417s
2026-05-23 23:57:18,899 | INFO | REQUEST | POST /auth/register STATUS=200 TIME=0.282s
2026-05-23 23:59:00,932 | INFO | REQUEST | POST /auth/login STATUS=200 TIME=0.309s
2026-05-24 00:00:06,161 | INFO | REQUEST | POST /auth/login STATUS=200 TIME=0.26s
2026-05-24 00:01:23,062 | INFO | REQUEST | POST /auth/register STATUS=403 TIME=0.007s
2026-05-24 00:01:56,907 | INFO | REQUEST | POST /auth/login STATUS=404 TIME=0.005s
2026-05-24 00:03:19,410 | INFO | REQUEST | POST /auth/register STATUS=422 TIME=0.004s
2026-05-24 00:03:43,351 | INFO | REQUEST | POST /auth/register STATUS=422 TIME=0.002s
2026-05-24 00:04:04,112 | INFO | REQUEST | POST /auth/register STATUS=422 TIME=0.003s
2026-05-24 00:04:13,590 | INFO | REQUEST | POST /auth/register STATUS=422 TIME=0.002s
2026-05-24 00:04:28,365 | INFO | REQUEST | POST /auth/register STATUS=200 TIME=0.266s
2026-05-24 00:04:38,220 | INFO | REQUEST | POST /auth/register STATUS=409 TIME=0.006s
2026-05-24 00:04:58,286 | INFO | REQUEST | POST /auth/register STATUS=409 TIME=0.007s
2026-05-24 00:05:17,424 | INFO | REQUEST | POST /auth/register STATUS=200 TIME=0.262s
2026-05-24 00:05:34,280 | INFO | REQUEST | POST /auth/register STATUS=422 TIME=0.004s
2026-05-24 00:06:50,791 | INFO | REQUEST | POST /admin/login STATUS=200 TIME=0.302s
2026-05-24 00:07:06,923 | INFO | REQUEST | POST /admin/login STATUS=401 TIME=0.261s
2026-05-24 00:07:27,270 | INFO | REQUEST | POST /admin/login STATUS=403 TIME=0.002s
2026-05-24 00:10:54,181 | INFO | REQUEST | POST /auth/login STATUS=200 TIME=0.263s
2026-05-24 00:11:22,053 | INFO | REQUEST | GET /users/me STATUS=200 TIME=0.032s
2026-05-24 00:29:31,038 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 00:29:50,555 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 00:36:02,758 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 00:36:20,133 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 00:39:56,033 | INFO | REQUEST | POST /chats STATUS=307 TIME=0.001s
2026-05-24 00:39:56,107 | INFO | REQUEST | POST /chats/ STATUS=200 TIME=0.069s
2026-05-24 00:40:31,032 | INFO | REQUEST | POST /chats STATUS=307 TIME=0.0s
2026-05-24 00:40:31,073 | INFO | REQUEST | POST /chats/ STATUS=200 TIME=0.037s
2026-05-24 00:40:35,011 | INFO | REQUEST | POST /chats STATUS=307 TIME=0.001s
2026-05-24 00:40:35,028 | INFO | REQUEST | POST /chats/ STATUS=200 TIME=0.013s
2026-05-24 00:40:39,821 | INFO | REQUEST | POST /chats STATUS=307 TIME=0.0s
2026-05-24 00:40:39,839 | INFO | REQUEST | POST /chats/ STATUS=200 TIME=0.015s
2026-05-24 00:41:03,322 | INFO | REQUEST | GET /chats STATUS=307 TIME=0.001s
2026-05-24 00:41:03,360 | INFO | REQUEST | GET /chats/ STATUS=200 TIME=0.033s
2026-05-24 00:42:07,425 | INFO | REQUEST | DELETE /chats/6 STATUS=200 TIME=0.022s
2026-05-24 00:42:35,060 | INFO | REQUEST | GET /chats STATUS=307 TIME=0.001s
2026-05-24 00:42:35,071 | INFO | REQUEST | GET /chats/ STATUS=200 TIME=0.007s
2026-05-24 00:43:14,929 | INFO | REQUEST | POST /messages/5 STATUS=422 TIME=0.03s
2026-05-24 00:46:21,539 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 00:46:38,543 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 00:47:57,131 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 00:48:45,178 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 00:49:02,912 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 00:49:03,107 | INFO | REQUEST | POST /messages/5 STATUS=422 TIME=0.078s
2026-05-24 00:49:22,508 | INFO | REQUEST | POST /messages/5 STATUS=200 TIME=0.026s
2026-05-24 00:50:16,414 | INFO | REQUEST | GET /messages/5 STATUS=200 TIME=0.009s
2026-05-24 00:51:02,648 | INFO | REQUEST | POST /text-processing/chat STATUS=422 TIME=0.003s
2026-05-24 00:55:53,862 | INFO | REQUEST | POST /text-processing/chat STATUS=200 TIME=3.023s
2026-05-24 00:57:54,549 | INFO | REQUEST | GET /text-processing/history/user/4 STATUS=200 TIME=0.005s
2026-05-24 00:58:42,325 | INFO | REQUEST | GET /text-processing/history/chat/5 STATUS=200 TIME=0.004s
2026-05-24 00:59:11,434 | INFO | REQUEST | GET /text-processing/history/1 STATUS=200 TIME=0.011s
2026-05-24 01:00:47,853 | INFO | REQUEST | POST /security/setup STATUS=422 TIME=0.009s
2026-05-24 01:02:27,557 | INFO | REQUEST | POST /security/setup STATUS=422 TIME=0.006s
2026-05-24 01:03:19,172 | INFO | REQUEST | POST /security/setup STATUS=422 TIME=0.007s
2026-05-24 01:24:38,508 | INFO | REQUEST | POST /image-ai/enhance STATUS=200 TIME=1207.137s
2026-05-24 01:31:09,151 | INFO | REQUEST | POST /image-processing/upload STATUS=422 TIME=0.01s
2026-05-24 02:37:48,405 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 02:40:19,094 | INFO | REQUEST | GET /docs STATUS=200 TIME=0.001s
2026-05-24 02:40:19,542 | INFO | REQUEST | GET /openapi.json STATUS=200 TIME=0.133s
2026-05-24 02:41:51,416 | INFO | REQUEST | POST /profiles/setup STATUS=401 TIME=0.006s
2026-05-24 02:44:10,929 | INFO | REQUEST | POST /profile/setup STATUS=404 TIME=0.0s
2026-05-24 02:44:24,776 | INFO | REQUEST | POST /profiles/setup STATUS=401 TIME=0.005s
2026-05-24 02:46:49,412 | INFO | REQUEST | POST /image-processing/upload STATUS=200 TIME=18.967s
2026-05-24 02:47:42,003 | INFO | REQUEST | POST /image-processing/upload STATUS=200 TIME=16.321s
2026-05-24 02:49:12,854 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 02:49:17,749 | INFO | REQUEST | POST /image-processing/upload STATUS=200 TIME=4.815s
2026-05-24 02:51:20,750 | INFO | REQUEST | POST /voice-processing/upload STATUS=200 TIME=53.825s
2026-05-24 02:52:23,986 | INFO | REQUEST | PATCH /chats/5 STATUS=401 TIME=0.009s
2026-05-24 02:53:00,237 | INFO | REQUEST | POST /messages/1 STATUS=401 TIME=0.004s
2026-05-24 02:53:14,306 | INFO | REQUEST | POST /messages/1 STATUS=401 TIME=0.002s
2026-05-24 02:56:14,836 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 02:57:58,902 | INFO | REQUEST | POST /auth/login STATUS=200 TIME=0.446s
2026-05-24 02:59:31,289 | INFO | REQUEST | POST /profiles/setup  STATUS=404 TIME=0.001s
2026-05-24 03:00:08,608 | INFO | REQUEST | POST /profiles/setup STATUS=200 TIME=0.019s
2026-05-24 03:00:57,340 | INFO | REQUEST | POST /image-processing/upload STATUS=200 TIME=4.875s
2026-05-24 03:02:45,914 | INFO | REQUEST | POST /voice-processing/upload STATUS=200 TIME=50.448s
2026-05-24 03:03:41,329 | INFO | REQUEST | PATCH /chats/5 STATUS=200 TIME=0.023s
2026-05-24 03:04:29,192 | INFO | REQUEST | POST /messages/5 STATUS=200 TIME=0.04s
2026-05-24 03:10:38,176 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 03:14:16,056 | INFO | REQUEST | POST /messages/5 STATUS=200 TIME=0.094s
2026-05-24 03:17:01,234 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 03:18:00,074 | INFO | REQUEST | POST /image-processing/upload STATUS=200 TIME=4.802s
2026-05-24 14:08:52,165 | INFO | REQUEST | POST /admin/login STATUS=401 TIME=0.28s
2026-05-24 14:09:03,370 | INFO | REQUEST | POST /admin/login STATUS=200 TIME=0.251s
2026-05-24 14:09:29,680 | INFO | REQUEST | POST /admin/login STATUS=403 TIME=0.002s
2026-05-24 14:09:45,923 | INFO | REQUEST | POST /admin/login STATUS=401 TIME=0.255s
2026-05-24 14:09:59,246 | INFO | REQUEST | POST /admin/login STATUS=200 TIME=0.268s
2026-05-24 14:10:32,184 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.022s
2026-05-24 14:12:41,770 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.008s
2026-05-24 14:15:42,604 | INFO | REQUEST | PATCH /admin/users/10/disable STATUS=200 TIME=0.025s
2026-05-24 14:16:06,784 | INFO | REQUEST | PATCH /admin/users/10/enable STATUS=200 TIME=0.022s
2026-05-24 14:16:51,300 | INFO | REQUEST | PATCH /admin/users/ STATUS=307 TIME=0.0s
2026-05-24 14:16:51,307 | INFO | REQUEST | PATCH /admin/users STATUS=405 TIME=0.0s
2026-05-24 14:16:57,517 | INFO | REQUEST | GET /admin/users/ STATUS=307 TIME=0.001s
2026-05-24 14:16:57,529 | INFO | REQUEST | GET /admin/users STATUS=200 TIME=0.007s
2026-05-24 14:18:20,185 | INFO | REQUEST | PUT /admin/users/3 STATUS=422 TIME=0.002s
2026-05-24 14:19:40,830 | INFO | REQUEST | PUT /admin/users/3 STATUS=422 TIME=0.002s
2026-05-24 14:20:37,184 | INFO | REQUEST | GET /admin/memories STATUS=200 TIME=0.028s
2026-05-24 14:22:37,514 | INFO | REQUEST | DELETE /admin/chats/4 STATUS=200 TIME=0.041s
2026-05-24 14:23:04,377 | INFO | REQUEST | DELETE /admin/messages/5 STATUS=200 TIME=0.015s
2026-05-24 14:23:50,377 | INFO | REQUEST | GET /admin/data STATUS=200 TIME=0.01s
2026-05-24 14:25:21,429 | INFO | REQUEST | DELETE /admin/logs/3 STATUS=200 TIME=0.012s
2026-05-24 14:25:52,763 | INFO | REQUEST | DELETE /admin/cache/clear STATUS=200 TIME=0.011s
2026-05-24 14:26:25,237 | INFO | REQUEST | GET /admin/media STATUS=200 TIME=0.006s
2026-05-24 14:28:04,034 | INFO | REQUEST | DELETE /admin/media/10 STATUS=200 TIME=0.019s
2026-05-24 14:28:42,759 | INFO | REQUEST | PUT /admin/logout STATUS=405 TIME=0.001s
2026-05-24 14:28:49,417 | INFO | REQUEST | POST /admin/logout STATUS=200 TIME=0.001s
2026-05-24 14:31:54,910 | INFO | REQUEST | POST /admin/login STATUS=200 TIME=0.304s
2026-05-24 14:32:45,556 | INFO | REQUEST | PUT /admin/users/3 STATUS=200 TIME=0.017s
2026-05-24 14:37:26,259 | INFO | REQUEST | PUT /admin/users/3 STATUS=422 TIME=0.002s
2026-05-24 14:54:16,060 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 14:55:25,229 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 14:55:33,635 | INFO | REQUEST | PUT /admin/users/3 STATUS=200 TIME=0.085s
2026-05-24 14:59:18,656 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 14:59:18,809 | INFO | REQUEST | PUT /admin/users/3 STATUS=200 TIME=0.076s
2026-05-24 15:02:34,609 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 15:02:52,140 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 15:02:52,190 | INFO | REQUEST | GET /docs STATUS=200 TIME=0.001s
2026-05-24 15:02:52,190 | INFO | REQUEST | GET /docs STATUS=200 TIME=0.001s
2026-05-24 15:02:53,040 | INFO | REQUEST | GET /openapi.json STATUS=200 TIME=0.078s
2026-05-24 15:12:19,554 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 15:16:14,523 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 15:16:43,313 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 15:17:00,645 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 15:18:28,261 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 15:18:47,677 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 15:19:04,178 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 15:19:22,791 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 15:19:39,218 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 15:21:59,116 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 15:22:56,731 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 15:23:23,151 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 15:23:55,020 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 15:24:30,277 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 15:24:47,858 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 17:53:47,615 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 17:53:53,308 | INFO | REQUEST | POST /image-processing/upload STATUS=422 TIME=0.006s
2026-05-24 17:54:35,361 | INFO | REQUEST | POST /image-processing/upload STATUS=200 TIME=18.551s
2026-05-24 17:56:13,735 | INFO | REQUEST | POST /ivoice-processing/upload STATUS=404 TIME=0.001s
2026-05-24 19:40:56,485 | INFO | REQUEST | POST /ivoice-processing/upload STATUS=404 TIME=0.003s
2026-05-24 19:42:03,342 | INFO | REQUEST | POST /voice-processing/upload STATUS=200 TIME=55.184s
2026-05-24 19:46:17,100 | INFO | REQUEST | POST /text-processing/upload STATUS=404 TIME=0.001s
2026-05-24 19:52:23,325 | INFO | REQUEST | POST /memory/process STATUS=422 TIME=0.031s
2026-05-24 19:52:35,654 | INFO | REQUEST | POST /memory/process STATUS=200 TIME=0.003s
2026-05-24 20:11:01,106 | INFO | REQUEST | POST /memory/process STATUS=200 TIME=0.002s
2026-05-24 20:20:35,377 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 20:20:57,678 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 20:21:38,681 | INFO | REQUEST | GET /docs STATUS=200 TIME=0.001s
2026-05-24 20:21:38,960 | INFO | REQUEST | GET /openapi.json STATUS=200 TIME=0.099s
2026-05-24 20:22:16,680 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 20:22:16,729 | INFO | REQUEST | GET /docs STATUS=200 TIME=0.0s
2026-05-24 20:22:16,979 | INFO | REQUEST | GET /openapi.json STATUS=200 TIME=0.083s
2026-05-24 20:22:36,900 | INFO | REQUEST | POST /text-processing/chat STATUS=200 TIME=0.007s
2026-05-24 20:23:13,749 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 20:23:13,799 | INFO | REQUEST | GET /docs STATUS=200 TIME=0.0s
2026-05-24 20:23:14,058 | INFO | REQUEST | GET /openapi.json STATUS=200 TIME=0.082s
2026-05-24 20:24:34,864 | INFO | REQUEST | POST /text-processing/chat STATUS=422 TIME=0.002s
2026-05-24 20:25:07,418 | INFO | REQUEST | POST /memory/process STATUS=200 TIME=0.005s
2026-05-24 20:26:40,449 | INFO | REQUEST | POST /text-processing/chat STATUS=200 TIME=0.004s
2026-05-24 20:32:29,305 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 20:33:05,534 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 20:33:12,789 | INFO | REQUEST | POST /text-processing/chat STATUS=200 TIME=2.819s
2026-05-24 20:34:34,300 | INFO | REQUEST | POST /memory/process STATUS=200 TIME=1.97s
2026-05-24 20:37:25,857 | INFO | REQUEST | POST /memory/process STATUS=422 TIME=0.033s
2026-05-24 20:40:33,785 | INFO | REQUEST | POST /memory/process STATUS=422 TIME=0.052s
2026-05-24 20:43:26,496 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 20:45:08,029 | INFO | REQUEST | ReMIND backend started successfully
2026-05-24 20:45:24,944 | INFO | REQUEST | ReMIND backend started successfully
2026-05-25 14:29:43,416 | INFO | REQUEST | ReMIND backend started successfully
2026-05-25 14:31:17,840 | INFO | REQUEST | POST /memory/admin/login STATUS=404 TIME=0.001s
2026-05-25 14:31:29,255 | INFO | REQUEST | POST /admin/login STATUS=200 TIME=0.366s
2026-05-25 14:32:05,132 | INFO | REQUEST | GET /admin/analytics STATUS=200 TIME=0.022s
2026-05-25 14:54:37,288 | INFO | REQUEST | ReMIND backend started successfully
2026-05-25 14:56:53,507 | INFO | REQUEST | ReMIND backend started successfully
2026-05-25 15:00:58,910 | INFO | REQUEST | ReMIND backend started successfully
2026-05-25 15:05:55,276 | INFO | REQUEST | ReMIND backend started successfully
2026-05-25 15:10:56,905 | INFO | REQUEST | ReMIND backend started successfully
2026-05-25 15:21:20,365 | INFO | REQUEST | ReMIND backend started successfully
2026-05-25 15:21:42,514 | INFO | REQUEST | ReMIND backend started successfully
